StationCode,NetType,SampleDate,Station,GenusSpecies,LifeHistoryStage,TaxaGrouping,NRows,Sum(Density (#/m3)
061196NH05,vertical,06/11/1996,NH05,CALANUS PACIFICUS,"4, CIV",Copepod_Southern,1,1.67481755
061196NH05,vertical,06/11/1996,NH05,CALANUS PACIFICUS,"Male, Adult",Copepod_Southern,1,3.349635101
061196NH05,vertical,06/11/1996,NH05,CLAUSOCALANUS,"Female, Adult",Copepod_Southern,1,1.67481755
061196NH05,vertical,06/11/1996,NH05,CORYCAEUS ANGLICUS,Copepodite,Copepod_Southern,1,16.7481755
061196NH05,vertical,06/11/1996,NH05,CTENOCALANUS VANUS,"Female, Adult",Copepod_Southern,1,16.7481755
061196NH05,vertical,06/11/1996,NH05,OIKOPLEURA,Unknown,Apendicularian,1,133.985404
061196NH05,vertical,06/11/1996,NH05,ONCAEA,Copepodite,Copepod_other,1,50.24452651
061196NH05,vertical,06/11/1996,NH05,PARACALANUS PARVUS,Copepodite,Copepod_Southern,1,16.7481755
061196NH05,vertical,06/11/1996,NH05,PARACALANUS PARVUS,"Female, Adult",Copepod_Southern,1,16.7481755
061196NH05,vertical,06/11/1996,NH05,PSEUDOCALANUS,"3, CIII",Copepod_Northern,1,133.985404
061196NH05,vertical,06/11/1996,NH05,PSEUDOCALANUS,"4, CIV",Copepod_Northern,1,83.74087752
061196NH05,vertical,06/11/1996,NH05,PSEUDOCALANUS,"5, CV",Copepod_Northern,1,83.74087752
061196NH05,vertical,06/11/1996,NH05,PSEUDOCALANUS,"Female, Adult",Copepod_Northern,1,200.978106
071196NH05,vertical,07/11/1996,NH05,ACARTIA LONGIREMIS,Copepodite,Copepod_Northern,1,40.59376905
071196NH05,vertical,07/11/1996,NH05,ACARTIA LONGIREMIS,"Female, Adult",Copepod_Northern,1,40.59376905
071196NH05,vertical,07/11/1996,NH05,ACARTIA LONGIREMIS,"Male, Adult",Copepod_Northern,1,11.59821973
071196NH05,vertical,07/11/1996,NH05,CALANUS MARSHALLAE,"1, CI",Copepod_Northern,1,5.799109864
071196NH05,vertical,07/11/1996,NH05,CALANUS MARSHALLAE,"2, CII",Copepod_Northern,1,5.799109864
071196NH05,vertical,07/11/1996,NH05,CALANUS MARSHALLAE,"3, CIII",Copepod_Northern,1,11.59821973
071196NH05,vertical,07/11/1996,NH05,CALANUS MARSHALLAE,"4, CIV",Copepod_Northern,1,5.799109864
071196NH05,vertical,07/11/1996,NH05,CALANUS MARSHALLAE,"Female, Adult",Copepod_Northern,1,5.219198878
071196NH05,vertical,07/11/1996,NH05,CALANUS MARSHALLAE,"Male, Adult",Copepod_Northern,1,5.799109864
071196NH05,vertical,07/11/1996,NH05,CALANUS PACIFICUS,"4, CIV",Copepod_Southern,1,5.219198878
071196NH05,vertical,07/11/1996,NH05,CENTROPAGES,Copepodite,Copepod_other,1,5.799109864
071196NH05,vertical,07/11/1996,NH05,CENTROPAGES,"Male, Adult",Copepod_other,1,5.799109864
071196NH05,vertical,07/11/1996,NH05,CLAUSOCALANUS,"5, CV",Copepod_Southern,1,5.219198878
071196NH05,vertical,07/11/1996,NH05,CORYCAEUS ANGLICUS,Copepodite,Copepod_Southern,1,5.799109864
071196NH05,vertical,07/11/1996,NH05,CTENOCALANUS VANUS,"Female, Adult",Copepod_Southern,1,5.219198878
071196NH05,vertical,07/11/1996,NH05,OIKOPLEURA,Unknown,Apendicularian,1,46.39287891
071196NH05,vertical,07/11/1996,NH05,ONCAEA,Copepodite,Copepod_other,1,5.219198878
071196NH05,vertical,07/11/1996,NH05,PARACALANUS PARVUS,"5, CV",Copepod_Southern,1,5.219198878
071196NH05,vertical,07/11/1996,NH05,PSEUDOCALANUS,"3, CIII",Copepod_Northern,1,318.9510425
071196NH05,vertical,07/11/1996,NH05,PSEUDOCALANUS,"4, CIV",Copepod_Northern,1,324.7501524
071196NH05,vertical,07/11/1996,NH05,PSEUDOCALANUS,"5, CV",Copepod_Northern,1,191.3706255
071196NH05,vertical,07/11/1996,NH05,PSEUDOCALANUS,"Female, Adult",Copepod_Northern,1,156.5759663
072596NH05,vertical,07/25/1996,NH05,ACARTIA LONGIREMIS,Copepodite,Copepod_Northern,1,124.0076775
072596NH05,vertical,07/25/1996,NH05,ACARTIA LONGIREMIS,"Female, Adult",Copepod_Northern,1,17.71538251
072596NH05,vertical,07/25/1996,NH05,ACARTIA LONGIREMIS,"Male, Adult",Copepod_Northern,1,17.71538251
072596NH05,vertical,07/25/1996,NH05,CALANUS MARSHALLAE,"1, CI",Copepod_Northern,1,70.86153002
072596NH05,vertical,07/25/1996,NH05,CALANUS MARSHALLAE,"2, CII",Copepod_Northern,1,70.86153002
072596NH05,vertical,07/25/1996,NH05,CALANUS MARSHALLAE,"3, CIII",Copepod_Northern,1,53.14614752
072596NH05,vertical,07/25/1996,NH05,CALANUS MARSHALLAE,"4, CIV",Copepod_Northern,1,8.857691253
072596NH05,vertical,07/25/1996,NH05,CALANUS MARSHALLAE,"5, CV",Copepod_Northern,1,8.857691253
072596NH05,vertical,07/25/1996,NH05,CALANUS MARSHALLAE,"Female, Adult",Copepod_Northern,1,70.86153002
072596NH05,vertical,07/25/1996,NH05,CALANUS MARSHALLAE,"Male, Adult",Copepod_Northern,1,17.71538251
072596NH05,vertical,07/25/1996,NH05,CENTROPAGES,Copepodite,Copepod_other,1,17.71538251
072596NH05,vertical,07/25/1996,NH05,CENTROPAGES,"Female, Adult",Copepod_other,1,17.71538251
072596NH05,vertical,07/25/1996,NH05,OIKOPLEURA,Unknown,Apendicularian,1,248.0153551
072596NH05,vertical,07/25/1996,NH05,ONCAEA,Copepodite,Copepod_other,1,17.71538251
072596NH05,vertical,07/25/1996,NH05,PSEUDOCALANUS,"2, CII",Copepod_Northern,1,442.8845627
072596NH05,vertical,07/25/1996,NH05,PSEUDOCALANUS,"3, CIII",Copepod_Northern,1,460.5999452
072596NH05,vertical,07/25/1996,NH05,PSEUDOCALANUS,"4, CIV",Copepod_Northern,1,212.5845901
072596NH05,vertical,07/25/1996,NH05,PSEUDOCALANUS,"5, CV",Copepod_Northern,1,194.8692076
072596NH05,vertical,07/25/1996,NH05,PSEUDOCALANUS,"Female, Adult",Copepod_Northern,1,354.3076501
072596NH05,vertical,07/25/1996,NH05,PSEUDOCALANUS,"Male, Adult",Copepod_Northern,1,88.57691253
081296NH05,vertical,08/12/1996,NH05,ACARTIA LONGIREMIS,Copepodite,Copepod_Northern,1,60.28807117
081296NH05,vertical,08/12/1996,NH05,ACARTIA LONGIREMIS,"Female, Adult",Copepod_Northern,1,54.25926405
081296NH05,vertical,08/12/1996,NH05,ACARTIA LONGIREMIS,"Male, Adult",Copepod_Northern,1,54.25926405
081296NH05,vertical,08/12/1996,NH05,CALANUS MARSHALLAE,"1, CI",Copepod_Northern,1,18.08642135
081296NH05,vertical,08/12/1996,NH05,CALANUS MARSHALLAE,"2, CII",Copepod_Northern,1,36.1728427
081296NH05,vertical,08/12/1996,NH05,CALANUS MARSHALLAE,"3, CIII",Copepod_Northern,1,24.11522847
081296NH05,vertical,08/12/1996,NH05,CALANUS MARSHALLAE,"4, CIV",Copepod_Northern,1,6.028807117
081296NH05,vertical,08/12/1996,NH05,CALANUS MARSHALLAE,"5, CV",Copepod_Northern,1,18.08642135
081296NH05,vertical,08/12/1996,NH05,CALANUS MARSHALLAE,"Female, Adult",Copepod_Northern,1,6.028807117
081296NH05,vertical,08/12/1996,NH05,CALANUS PACIFICUS,"3, CIII",Copepod_Southern,1,5.425926405
081296NH05,vertical,08/12/1996,NH05,CENTROPAGES,Copepodite,Copepod_other,1,24.11522847
081296NH05,vertical,08/12/1996,NH05,CENTROPAGES,"Female, Adult",Copepod_other,1,12.05761423
081296NH05,vertical,08/12/1996,NH05,CENTROPAGES,"Male, Adult",Copepod_other,1,12.05761423
081296NH05,vertical,08/12/1996,NH05,CTENOCALANUS VANUS,"Female, Adult",Copepod_Southern,1,5.425926405
081296NH05,vertical,08/12/1996,NH05,OIKOPLEURA,Unknown,Apendicularian,1,12.05761423
081296NH05,vertical,08/12/1996,NH05,PARACALANUS PARVUS,Copepodite,Copepod_Southern,1,18.08642135
081296NH05,vertical,08/12/1996,NH05,PARACALANUS PARVUS,"Female, Adult",Copepod_Southern,1,30.14403558
081296NH05,vertical,08/12/1996,NH05,PARACALANUS PARVUS,"Male, Adult",Copepod_Southern,1,6.028807117
081296NH05,vertical,08/12/1996,NH05,PSEUDOCALANUS,"3, CIII",Copepod_Northern,1,422.0164982
081296NH05,vertical,08/12/1996,NH05,PSEUDOCALANUS,"4, CIV",Copepod_Northern,1,162.7777922
081296NH05,vertical,08/12/1996,NH05,PSEUDOCALANUS,"5, CV",Copepod_Northern,1,168.8065993
081296NH05,vertical,08/12/1996,NH05,PSEUDOCALANUS,"Female, Adult",Copepod_Northern,1,108.5185281
081296NH05,vertical,08/12/1996,NH05,PSEUDOCALANUS,"Male, Adult",Copepod_Northern,1,24.11522847
082696NH05,vertical,08/26/1996,NH05,ACARTIA LONGIREMIS,Copepodite,Copepod_Northern,1,76.42434628
082696NH05,vertical,08/26/1996,NH05,ACARTIA LONGIREMIS,"Female, Adult",Copepod_Northern,1,29.11403668
082696NH05,vertical,08/26/1996,NH05,ACARTIA LONGIREMIS,"Male, Adult",Copepod_Northern,1,14.55701834
082696NH05,vertical,08/26/1996,NH05,CALANUS MARSHALLAE,"1, CI",Copepod_Northern,1,3.639254585
082696NH05,vertical,08/26/1996,NH05,CALANUS MARSHALLAE,"3, CIII",Copepod_Northern,1,7.27850917
082696NH05,vertical,08/26/1996,NH05,CALANUS MARSHALLAE,"4, CIV",Copepod_Northern,1,3.639254585
082696NH05,vertical,08/26/1996,NH05,CALANUS MARSHALLAE,"5, CV",Copepod_Northern,1,3.639254585
082696NH05,vertical,08/26/1996,NH05,CALANUS MARSHALLAE,"Female, Adult",Copepod_Northern,1,7.27850917
082696NH05,vertical,08/26/1996,NH05,CALANUS PACIFICUS,"5, CV",Copepod_Southern,1,6.550658253
082696NH05,vertical,08/26/1996,NH05,CENTROPAGES,Copepodite,Copepod_other,1,7.27850917
082696NH05,vertical,08/26/1996,NH05,CENTROPAGES,"Female, Adult",Copepod_other,1,7.27850917
082696NH05,vertical,08/26/1996,NH05,ONCAEA,Copepodite,Copepod_other,1,7.27850917
082696NH05,vertical,08/26/1996,NH05,PARACALANUS PARVUS,Copepodite,Copepod_Southern,1,7.27850917
082696NH05,vertical,08/26/1996,NH05,PSEUDOCALANUS,"3, CIII",Copepod_Northern,1,149.209438
082696NH05,vertical,08/26/1996,NH05,PSEUDOCALANUS,"4, CIV",Copepod_Northern,1,145.5701834
082696NH05,vertical,08/26/1996,NH05,PSEUDOCALANUS,"5, CV",Copepod_Northern,1,156.4879471
082696NH05,vertical,08/26/1996,NH05,PSEUDOCALANUS,"Female, Adult",Copepod_Northern,1,134.6524196
082696NH05,vertical,08/26/1996,NH05,PSEUDOCALANUS,"Male, Adult",Copepod_Northern,1,10.91776375
090596NH05,vertical,09/05/1996,NH05,ACARTIA LONGIREMIS,Copepodite,Copepod_Northern,1,203.953262
090596NH05,vertical,09/05/1996,NH05,ACARTIA LONGIREMIS,"Female, Adult",Copepod_Northern,1,65.41897084
090596NH05,vertical,09/05/1996,NH05,ACARTIA LONGIREMIS,"Male, Adult",Copepod_Northern,1,30.78539804
090596NH05,vertical,09/05/1996,NH05,CALANUS MARSHALLAE,"1, CI",Copepod_Northern,1,3.848174755
090596NH05,vertical,09/05/1996,NH05,CALANUS MARSHALLAE,"4, CIV",Copepod_Northern,1,3.848174755
090596NH05,vertical,09/05/1996,NH05,CALANUS MARSHALLAE,"5, CV",Copepod_Northern,1,3.848174755
090596NH05,vertical,09/05/1996,NH05,CALANUS MARSHALLAE,"Female, Adult",Copepod_Northern,1,7.696349511
090596NH05,vertical,09/05/1996,NH05,CALANUS PACIFICUS,"5, CV",Copepod_Southern,1,1.924087378
090596NH05,vertical,09/05/1996,NH05,CALANUS PACIFICUS,"Male, Adult",Copepod_Southern,1,1.924087378
090596NH05,vertical,09/05/1996,NH05,CENTROPAGES,Copepodite,Copepod_other,1,7.696349511
090596NH05,vertical,09/05/1996,NH05,CENTROPAGES,"Male, Adult",Copepod_other,1,3.848174755
090596NH05,vertical,09/05/1996,NH05,EVADNE,Unknown,Cladoceran,1,7.696349511
090596NH05,vertical,09/05/1996,NH05,OIKOPLEURA,Unknown,Apendicularian,1,7.696349511
090596NH05,vertical,09/05/1996,NH05,PARACALANUS PARVUS,Copepodite,Copepod_Southern,1,15.39269902
090596NH05,vertical,09/05/1996,NH05,PARACALANUS PARVUS,"Female, Adult",Copepod_Southern,1,15.39269902
090596NH05,vertical,09/05/1996,NH05,PSEUDOCALANUS,"3, CIII",Copepod_Northern,1,126.9897669
090596NH05,vertical,09/05/1996,NH05,PSEUDOCALANUS,"4, CIV",Copepod_Northern,1,38.48174755
090596NH05,vertical,09/05/1996,NH05,PSEUDOCALANUS,"5, CV",Copepod_Northern,1,46.17809707
090596NH05,vertical,09/05/1996,NH05,PSEUDOCALANUS,"Female, Adult",Copepod_Northern,1,7.696349511
091996NH05,vertical,09/19/1996,NH05,ACARTIA LONGIREMIS,Copepodite,Copepod_Northern,1,644.3455405
091996NH05,vertical,09/19/1996,NH05,ACARTIA LONGIREMIS,"Female, Adult",Copepod_Northern,1,644.3455405
091996NH05,vertical,09/19/1996,NH05,ACARTIA LONGIREMIS,"Male, Adult",Copepod_Northern,1,644.3455405
091996NH05,vertical,09/19/1996,NH05,CALANUS MARSHALLAE,"1, CI",Copepod_Northern,1,8.054319256
091996NH05,vertical,09/19/1996,NH05,CALANUS MARSHALLAE,"3, CIII",Copepod_Northern,1,16.10863851
091996NH05,vertical,09/19/1996,NH05,CALANUS PACIFICUS,"1, CI",Copepod_Southern,1,24.16295777
091996NH05,vertical,09/19/1996,NH05,CALANUS PACIFICUS,"2, CII",Copepod_Southern,1,24.16295777
091996NH05,vertical,09/19/1996,NH05,CALANUS PACIFICUS,"5, CV",Copepod_Southern,1,8.054319256
091996NH05,vertical,09/19/1996,NH05,CENTROPAGES,"4, CIV",Copepod_other,1,8.054319256
091996NH05,vertical,09/19/1996,NH05,CENTROPAGES,"5, CV",Copepod_other,1,16.10863851
091996NH05,vertical,09/19/1996,NH05,CENTROPAGES,"Male, Adult",Copepod_other,1,8.054319256
091996NH05,vertical,09/19/1996,NH05,CLAUSOCALANUS,"Female, Adult",Copepod_Southern,1,8.054319256
091996NH05,vertical,09/19/1996,NH05,CORYCAEUS ANGLICUS,Copepodite,Copepod_Southern,1,8.054319256
091996NH05,vertical,09/19/1996,NH05,CTENOCALANUS VANUS,"Female, Adult",Copepod_Southern,1,8.054319256
091996NH05,vertical,09/19/1996,NH05,OIKOPLEURA,Unknown,Apendicularian,1,306.0641317
091996NH05,vertical,09/19/1996,NH05,PARACALANUS PARVUS,"5, CV",Copepod_Southern,1,16.10863851
091996NH05,vertical,09/19/1996,NH05,PARACALANUS PARVUS,"Female, Adult",Copepod_Southern,1,112.7604696
091996NH05,vertical,09/19/1996,NH05,PARACALANUS PARVUS,"Male, Adult",Copepod_Southern,1,16.10863851
091996NH05,vertical,09/19/1996,NH05,PSEUDOCALANUS,"3, CIII",Copepod_Northern,1,1514.21202
091996NH05,vertical,09/19/1996,NH05,PSEUDOCALANUS,"4, CIV",Copepod_Northern,1,628.2369019
091996NH05,vertical,09/19/1996,NH05,PSEUDOCALANUS,"5, CV",Copepod_Northern,1,563.8023479
091996NH05,vertical,09/19/1996,NH05,PSEUDOCALANUS,"Female, Adult",Copepod_Northern,1,724.888733
091996NH05,vertical,09/19/1996,NH05,PSEUDOCALANUS,"Male, Adult",Copepod_Northern,1,128.8691081
100796NH05,vertical,10/07/1996,NH05,ACARTIA LONGIREMIS,Copepodite,Copepod_Northern,1,78.11331118
100796NH05,vertical,10/07/1996,NH05,ACARTIA LONGIREMIS,"Female, Adult",Copepod_Northern,1,95.47182478
100796NH05,vertical,10/07/1996,NH05,ACARTIA LONGIREMIS,"Male, Adult",Copepod_Northern,1,60.75479759
100796NH05,vertical,10/07/1996,NH05,CALANUS MARSHALLAE,"1, CI",Copepod_Northern,1,4.339628399
100796NH05,vertical,10/07/1996,NH05,CALANUS MARSHALLAE,"2, CII",Copepod_Northern,1,2.169814199
100796NH05,vertical,10/07/1996,NH05,CALANUS MARSHALLAE,"3, CIII",Copepod_Northern,1,13.0188852
100796NH05,vertical,10/07/1996,NH05,CALANUS MARSHALLAE,"4, CIV",Copepod_Northern,1,4.339628399
100796NH05,vertical,10/07/1996,NH05,CALANUS MARSHALLAE,"5, CV",Copepod_Northern,1,4.339628399
100796NH05,vertical,10/07/1996,NH05,CALANUS MARSHALLAE,"Male, Adult",Copepod_Northern,1,4.339628399
100796NH05,vertical,10/07/1996,NH05,CALANUS PACIFICUS,"4, CIV",Copepod_Southern,1,2.169814199
100796NH05,vertical,10/07/1996,NH05,CALOCALANUS,"Female, Adult",Copepod_Southern,1,8.679256798
100796NH05,vertical,10/07/1996,NH05,CENTROPAGES,"Female, Adult",Copepod_other,1,8.679256798
100796NH05,vertical,10/07/1996,NH05,CLAUSOCALANUS,"Female, Adult",Copepod_Southern,1,2.169814199
100796NH05,vertical,10/07/1996,NH05,CORYCAEUS ANGLICUS,Copepodite,Copepod_Southern,1,4.339628399
100796NH05,vertical,10/07/1996,NH05,CTENOCALANUS VANUS,Copepodite,Copepod_Southern,1,13.0188852
100796NH05,vertical,10/07/1996,NH05,CTENOCALANUS VANUS,"Female, Adult",Copepod_Southern,1,4.339628399
100796NH05,vertical,10/07/1996,NH05,OIKOPLEURA,Unknown,Apendicularian,1,164.9058792
100796NH05,vertical,10/07/1996,NH05,PARACALANUS PARVUS,"5, CV",Copepod_Southern,1,34.71702719
100796NH05,vertical,10/07/1996,NH05,PARACALANUS PARVUS,"Female, Adult",Copepod_Southern,1,17.3585136
100796NH05,vertical,10/07/1996,NH05,PARACALANUS PARVUS,"Male, Adult",Copepod_Southern,1,17.3585136
100796NH05,vertical,10/07/1996,NH05,PODON,Unknown,Cladoceran,1,17.3585136
100796NH05,vertical,10/07/1996,NH05,PSEUDOCALANUS,"2, CII",Copepod_Northern,1,69.43405438
100796NH05,vertical,10/07/1996,NH05,PSEUDOCALANUS,"3, CIII",Copepod_Northern,1,173.585136
100796NH05,vertical,10/07/1996,NH05,PSEUDOCALANUS,"4, CIV",Copepod_Northern,1,347.1702719
100796NH05,vertical,10/07/1996,NH05,PSEUDOCALANUS,"5, CV",Copepod_Northern,1,460.0006103
100796NH05,vertical,10/07/1996,NH05,PSEUDOCALANUS,"Female, Adult",Copepod_Northern,1,277.7362175
100796NH05,vertical,10/07/1996,NH05,PSEUDOCALANUS,"Male, Adult",Copepod_Northern,1,138.8681088
103196NH05,vertical,10/31/1996,NH05,ACARTIA LONGIREMIS,Copepodite,Copepod_Northern,1,63.30868146
103196NH05,vertical,10/31/1996,NH05,ACARTIA LONGIREMIS,"Female, Adult",Copepod_Northern,1,44.31607702
103196NH05,vertical,10/31/1996,NH05,ACARTIA LONGIREMIS,"Male, Adult",Copepod_Northern,1,25.32347258
103196NH05,vertical,10/31/1996,NH05,CALANUS MARSHALLAE,"1, CI",Copepod_Northern,1,3.165434073
103196NH05,vertical,10/31/1996,NH05,CALANUS MARSHALLAE,"2, CII",Copepod_Northern,1,3.165434073
103196NH05,vertical,10/31/1996,NH05,CALANUS PACIFICUS,"2, CII",Copepod_Southern,1,18.99260444
103196NH05,vertical,10/31/1996,NH05,CALANUS PACIFICUS,"3, CIII",Copepod_Southern,1,12.66173629
103196NH05,vertical,10/31/1996,NH05,CALANUS PACIFICUS,"4, CIV",Copepod_Southern,1,3.165434073
103196NH05,vertical,10/31/1996,NH05,CENTROPAGES,"4, CIV",Copepod_other,1,6.330868146
103196NH05,vertical,10/31/1996,NH05,CENTROPAGES,"5, CV",Copepod_other,1,6.330868146
103196NH05,vertical,10/31/1996,NH05,CORYCAEUS ANGLICUS,Copepodite,Copepod_Southern,1,12.66173629
103196NH05,vertical,10/31/1996,NH05,CORYCAEUS ANGLICUS,Ovigerous Female,Copepod_Southern,1,25.32347258
103196NH05,vertical,10/31/1996,NH05,CTENOCALANUS VANUS,"5, CV",Copepod_Southern,1,18.99260444
103196NH05,vertical,10/31/1996,NH05,EVADNE,Unknown,Cladoceran,1,18.99260444
103196NH05,vertical,10/31/1996,NH05,OIKOPLEURA,Unknown,Apendicularian,1,234.2421214
103196NH05,vertical,10/31/1996,NH05,ONCAEA,Copepodite,Copepod_other,1,6.330868146
103196NH05,vertical,10/31/1996,NH05,PARACALANUS PARVUS,"5, CV",Copepod_Southern,1,37.98520888
103196NH05,vertical,10/31/1996,NH05,PARACALANUS PARVUS,"Female, Adult",Copepod_Southern,1,69.63954961
103196NH05,vertical,10/31/1996,NH05,PODON,Unknown,Cladoceran,1,44.31607702
103196NH05,vertical,10/31/1996,NH05,PSEUDOCALANUS,"3, CIII",Copepod_Northern,1,324.1404491
103196NH05,vertical,10/31/1996,NH05,PSEUDOCALANUS,"4, CIV",Copepod_Northern,1,216.5156906
103196NH05,vertical,10/31/1996,NH05,PSEUDOCALANUS,"5, CV",Copepod_Northern,1,200.0554334
103196NH05,vertical,10/31/1996,NH05,PSEUDOCALANUS,"Female, Adult",Copepod_Northern,1,18.99260444
103196NH05,vertical,10/31/1996,NH05,PSEUDOCALANUS,"Male, Adult",Copepod_Northern,1,12.66173629
112696NH05,vertical,11/26/1996,NH05,ACARTIA LONGIREMIS,Copepodite,Copepod_Northern,1,23.14536329
112696NH05,vertical,11/26/1996,NH05,ACARTIA LONGIREMIS,"Female, Adult",Copepod_Northern,1,9.258145314
112696NH05,vertical,11/26/1996,NH05,ACARTIA LONGIREMIS,"Male, Adult",Copepod_Northern,1,4.629072657
112696NH05,vertical,11/26/1996,NH05,CALANUS PACIFICUS,"1, CI",Copepod_Southern,1,4.629072657
112696NH05,vertical,11/26/1996,NH05,CALANUS PACIFICUS,"5, CV",Copepod_Southern,1,2.314536329
112696NH05,vertical,11/26/1996,NH05,CALANUS PACIFICUS,"Female, Adult",Copepod_Southern,1,2.314536329
112696NH05,vertical,11/26/1996,NH05,CALANUS PACIFICUS,"Male, Adult",Copepod_Southern,1,2.314536329
112696NH05,vertical,11/26/1996,NH05,CALOCALANUS,"Female, Adult",Copepod_Southern,1,9.258145314
112696NH05,vertical,11/26/1996,NH05,CLAUSOCALANUS,"Female, Adult",Copepod_Southern,1,27.77443594
112696NH05,vertical,11/26/1996,NH05,CLAUSOCALANUS,"Male, Adult",Copepod_Southern,1,9.258145314
112696NH05,vertical,11/26/1996,NH05,CTENOCALANUS VANUS,Copepodite,Copepod_Southern,1,46.29072657
112696NH05,vertical,11/26/1996,NH05,CTENOCALANUS VANUS,"Female, Adult",Copepod_Southern,1,23.14536329
112696NH05,vertical,11/26/1996,NH05,OIKOPLEURA,Unknown,Apendicularian,1,87.95238048
112696NH05,vertical,11/26/1996,NH05,PARACALANUS PARVUS,Copepodite,Copepod_Southern,1,111.0977438
112696NH05,vertical,11/26/1996,NH05,PARACALANUS PARVUS,"Female, Adult",Copepod_Southern,1,9.258145314
112696NH05,vertical,11/26/1996,NH05,PSEUDOCALANUS,Copepodite,Copepod_Northern,1,305.5187954
112696NH05,vertical,11/26/1996,NH05,PSEUDOCALANUS,"Female, Adult",Copepod_Northern,1,78.69423517
121996NH05,vertical,12/19/1996,NH05,ACARTIA LONGIREMIS,"5, CV",Copepod_Northern,1,2.704717114
121996NH05,vertical,12/19/1996,NH05,ACARTIA TONSA,Copepodite,Copepod_Southern,1,27.04717114
121996NH05,vertical,12/19/1996,NH05,ACARTIA TONSA,"Male, Adult",Copepod_Southern,1,16.22830268
121996NH05,vertical,12/19/1996,NH05,CALANUS MARSHALLAE,"Male, Adult",Copepod_Northern,1,2.704717114
121996NH05,vertical,12/19/1996,NH05,CALANUS PACIFICUS,"1, CI",Copepod_Southern,1,5.409434228
121996NH05,vertical,12/19/1996,NH05,CALANUS PACIFICUS,"2, CII",Copepod_Southern,1,2.704717114
121996NH05,vertical,12/19/1996,NH05,CALOCALANUS,"5, CV",Copepod_Southern,1,10.81886846
121996NH05,vertical,12/19/1996,NH05,CALOCALANUS,Copepodite,Copepod_Southern,1,5.409434228
121996NH05,vertical,12/19/1996,NH05,CALOCALANUS,"Female, Adult",Copepod_Southern,1,5.409434228
121996NH05,vertical,12/19/1996,NH05,CLAUSOCALANUS,Copepodite,Copepod_Southern,1,75.73207919
121996NH05,vertical,12/19/1996,NH05,CLAUSOCALANUS,"Female, Adult",Copepod_Southern,1,21.63773691
121996NH05,vertical,12/19/1996,NH05,CLAUSOCALANUS,"Male, Adult",Copepod_Southern,1,5.409434228
121996NH05,vertical,12/19/1996,NH05,CORYCAEUS ANGLICUS,Copepodite,Copepod_Southern,1,5.409434228
