evidence,significance_level,evidence_linear,significance_level_linear,posterior_weighted_theta,posterior_weighted_delta,prediction_skill_s,prediction_skill_ns
586.2631565190655,1.0,694.0891801511502,1.0,4.247876044155519e-42,83.47722854762495,0.9215479025527498,0.9690069413429411
564.1201087220928,1.0,624.259035371332,1.0,9.529464095269318e-42,83.78557763144708,0.9204577960079161,0.967522415382132
583.9208192236769,1.0,624.6321866982395,1.0,2.781562663439438e-44,87.71326283649627,0.9154931327483457,0.9685871010470297
597.0125589209304,1.0,621.7092093211315,1.0,4.246653761734286e-37,85.35969717471119,0.8319485418631636,0.9662928174262748
621.514875768011,1.0,667.7505988564541,1.0,3.561842692381569e-45,89.02726833658099,0.814808333383342,0.964730196458165
571.4464085857445,1.0,680.1826206051314,1.0,2.6774243717130293e-39,80.7098495262902,0.9116509854904491,0.9637225718170916
685.5244604754627,1.0,724.6289493260638,1.0,2.964419653451303e-50,82.37205665864296,0.8284573592169042,0.969957047743657
666.2747035919895,1.0,760.4620859551248,1.0,2.9669822624742078e-43,90.06147524082706,0.9195280844726941,0.9749042841915277
617.1609372488705,1.0,626.8412998360161,1.0,1.480032749551318e-43,93.06403962974551,0.842446962296292,0.9697330309688273
634.8225482560579,1.0,659.5307898011214,1.0,1.0353229425836518e-39,93.43977511794895,0.9071966263749517,0.9691250608004982
658.9883916332245,1.0,698.2256424502754,1.0,1.0736178545614472e-43,83.65528970326943,0.9069438588299285,0.9701268468137006
631.1109514226227,1.0,660.6430594143296,1.0,1.1490407157262492e-40,79.0279722263378,0.8455873883428193,0.9692971330932397
632.3152305452912,1.0,701.728265215542,1.0,3.0418127426704096e-41,87.10582622317906,0.9247309045895367,0.9745250267467094
599.6853167077159,1.0,631.1014006218926,1.0,8.249286316006878e-47,86.52344579355184,0.8157018764188584,0.962872379740651
633.6080385410268,1.0,680.9874587550776,1.0,6.350949323499426e-43,81.70461828270545,0.9068938111825493,0.9686381303122721
609.4965504981145,1.0,648.5855431154583,1.0,3.586190940480312e-36,82.50002429943456,0.9120063703756673,0.967763731884374
658.0878754582603,1.0,684.9070502629751,1.0,1.1301253204706903e-51,94.0604475953927,0.9104812030458113,0.9716727907341233
585.1856229502582,1.0,610.0746913227824,1.0,7.328439147740762e-39,77.01643972723609,0.8467627003388061,0.9658989700314566
629.6756008099087,1.0,662.8550386766669,1.0,1.0410133364818807e-45,71.68647175668717,0.8226351749615511,0.9639419602025259
532.3389779044282,1.0,617.6664055184581,1.0,2.7066673687949556e-37,81.57381625520767,0.9293234579590609,0.9700917959705511
617.1443627193445,1.0,682.6237728424115,1.0,1.2503465875631056e-40,84.32765369323974,0.9145518794746782,0.9682800818871643
624.9106631554231,1.0,655.9919747254572,1.0,8.223581357938871e-48,77.94599665198285,0.8337232139337449,0.9664089474257186
657.3542140863296,1.0,689.5504521727394,1.0,5.724697037308244e-41,90.11264950602697,0.920965505373135,0.9752468286911878
647.6621810145087,1.0,688.9790505201508,1.0,1.0963725334717062e-42,83.73046198601625,0.9020074923521532,0.9670433780532989
625.1812014946515,1.0,720.2416279433844,1.0,8.39163778479628e-45,85.1634392273872,0.915169351584572,0.9694876695167539
