evidence,significance_level,evidence_linear,significance_level_linear,posterior_weighted_theta,posterior_weighted_delta,prediction_skill_s,prediction_skill_ns
-15.797577204723815,-36.997735950520834,-15.796730696947732,-36.99033032007141,1.4312797366080924e-17,0.00015717323170311436,0.98341579896405,0.98341579896405
-15.797728903270688,-36.999063230106664,-15.797060637088233,-36.993216613034306,9.23253350634706e-23,6.497452044523571e-05,0.9797168216911851,0.9797168216911851
-15.793024578374705,-36.95792451796115,-15.756537337975903,-36.64035699622386,9.606415028120883e-17,0.0029302947260670367,0.9877343857589458,0.9877343857589458
-15.785516263627741,-36.89235752677002,-15.773250899482045,-36.785492736523224,7.537167133082669e-16,0.0075426890198431245,0.9833171503435766,0.9833171503435766
-15.795230179992846,-36.97720667000325,-15.782424559914245,-36.86539189456881,6.820596067700106e-21,0.0015832625054226967,0.9833302724938876,0.9833302724938876
-15.79500032479004,-36.97519673713373,-15.79404577260572,-36.96685094295218,1.749463981577787e-17,0.0017213021682988905,0.9845945745313684,0.9845945745313684
-15.794524328206528,-36.97103479768809,-15.789893124465145,-36.930565052556595,1.839922170709355e-23,0.0020371775210414698,0.9849224142016842,0.9849224142016842
-15.797610518165312,-36.99802742100026,-15.79708798601666,-36.993455869363096,2.9872396010266687e-21,0.00013687746718389453,0.983714417912555,0.983714417912555
-15.796858511415833,-36.9914484059598,-15.787180402828778,-36.90687998632995,9.632549078429374e-20,0.0005948278572092111,0.9820551804800933,0.9820551804800933
-15.797597497616088,-36.99791349957934,-15.79437703228436,-36.969746988615185,3.582057899480889e-15,0.00014465179784011785,0.982062873498587,0.982062873498587
-15.796561062952058,-36.988846459248805,-15.794794379151396,-36.973395968061396,2.156472713225491e-21,0.0007740983798801432,0.9860491222506362,0.9860491222506362
-15.785408388115654,-36.89141632054338,-15.766842208368283,-36.729775480062564,7.121290048318477e-19,0.007686257517087524,0.986562629185541,0.986562629185541
-15.79654151900193,-36.98867550371494,-15.79678788876501,-36.99083061432493,2.2027148492759464e-13,0.0007902474957805301,0.984105082757939,0.984105082757939
-15.792409097669434,-36.95254551460033,-15.765636648279209,-36.719303507519626,1.2159446741692168e-27,0.0033074428062039255,0.9838769258505824,0.9838769258505824
-15.79727984376051,-36.995134338705995,-15.795982370550947,-36.98378482639548,3.7466519533734285e-20,0.000340019028383074,0.986253115741201,0.986253115741201
-15.79724242928016,-36.99480701193973,-15.794982584268435,-36.97504161233932,8.786215907550906e-17,0.000360682381263874,0.9831613681149478,0.9831613681149478
-15.797718029823242,-36.99896809182677,-15.797075186225362,-36.99334389290255,2.312622007401155e-24,7.159589952674546e-05,0.9882828373387226,0.9882828373387226
-15.787995327138756,-36.91399362413819,-15.777508306032642,-36.82255217122743,6.182207705071557e-22,0.006137618162442067,0.9808225527874418,0.9808225527874418
-15.782352998859452,-36.86476797113145,-15.793924067181702,-36.96578698585849,6.52946188037785e-23,0.009498859445621623,0.985221315509174,0.985221315509174
-15.792824928301801,-36.956179589456596,-15.795187451553252,-36.97683302979684,9.527817654428357e-22,0.003054195463001554,0.9851308551152151,0.9851308551152151
-15.796805224868834,-36.99098226587148,-15.791926485168851,-36.94832824820944,5.268987361777002e-19,0.0006287139170749487,0.986658095059031,0.986658095059031
-15.79755429442157,-36.99753550189544,-15.797201381670726,-36.99444790338702,9.498877215208285e-13,0.0001710444242671905,0.9835997631468518,0.9835997631468518
-15.795678925164182,-36.9811309585475,-15.795455139932198,-36.9791739000136,1.7523127597905343e-23,0.0013098221739785707,0.9851366701130869,0.9851366701130869
-15.796514859089125,-36.98844230442042,-15.78066276265227,-36.85003420133136,7.755974415145072e-18,0.0008035899399271664,0.9860921803657409,0.9860921803657409
-15.797130522990999,-36.993827998100464,-15.795471822454388,-36.97931978941691,5.03905613708369e-18,0.0004283594271950181,0.9852240267500242,0.9852240267500242
-15.797298501572552,-36.99529757071269,-15.796438713101216,-36.987776248960316,7.435245466380109e-18,0.000326227194259501,0.9844528312697436,0.9844528312697436
-15.748030040391207,-36.56669631147797,-15.726600882014521,-36.381789550974226,2.4186426175900036e-14,0.030482646896310337,0.985865628552077,0.985865628552077
-15.796897552112492,-36.99178992982007,-15.793327024965647,-36.960568034078584,4.562094538608182e-22,0.0005717959697879492,0.9829454732275427,0.9829454732275427
-15.796776864824679,-36.99073418019194,-15.794181865982747,-36.9680407158217,1.4252027435056055e-23,0.0006462438226492724,0.9842271586757253,0.9842271586757253
